#z(>0.01) 	 mB 	 errmB 
0.51726 	 22.8402 	 0.188517 
0.51883 	 22.9419 	 0.248961 
0.51885 	 22.9294 	 0.207812 
0.51941 	 22.9908 	 0.313952 
0.51968 	 23.0375 	 0.194591 
0.52271 	 23.0966 	 0.272593 
0.524 	 22.9244 	 0.368248 
0.5262 	 22.9172 	 0.221632 
0.52859 	 22.8325 	 0.186889 
0.52937 	 23.0383 	 0.138414 
0.53099 	 22.6272 	 0.232749 
0.53111 	 23.2579 	 0.288005 
0.53124 	 23.2723 	 0.379971 
0.53225 	 22.7291 	 0.220331 
0.53271 	 22.9942 	 0.293113 
0.53372 	 22.9119 	 0.272484 
0.53435 	 22.8903 	 0.223672 
0.53534 	 23.0675 	 0.202915 
0.53572 	 22.9604 	 0.20776 
0.53942 	 23.0808 	 0.24298 
0.54097 	 23.0261 	 0.23188 
0.54152 	 23.277 	 0.240962 
0.54545 	 23.3103 	 0.18949 
0.54834 	 22.7705 	 0.362217 
0.54881 	 22.9165 	 0.377591 
0.55021 	 23.0723 	 0.19401 
0.55033 	 23.1198 	 0.2067 
0.55046 	 23.1574 	 0.375291 
0.55267 	 22.9408 	 0.242653 
0.55375 	 23.237 	 0.205365 
0.55384 	 22.8297 	 0.175342 
0.55782 	 23.1859 	 0.193312 
0.55882 	 23.4801 	 0.382347 
0.55882 	 23.0445 	 0.35519 
0.56181 	 23.0407 	 0.226224 
0.56269 	 23.3486 	 0.263864 
0.56283 	 23.1766 	 0.233154 
0.56437 	 23.1398 	 0.219457 
0.56437 	 23.2351 	 0.205824 
0.56437 	 23.1439 	 0.295284 
0.56481 	 23.2343 	 0.190849 
0.56879 	 22.9877 	 0.260944 
0.57542 	 22.9382 	 0.452062 
0.57577 	 23.3385 	 0.211441 
0.57619 	 23.2357 	 0.200291 
0.57668 	 23.1733 	 0.164644 
0.57737 	 23.392 	 0.289693 
0.5783 	 23.1644 	 0.243357 
0.57831 	 23.1982 	 0.23966 
0.57882 	 23.1742 	 0.212684 
0.57891 	 23.2787 	 0.230108 
0.57967 	 23.1393 	 0.229578 
0.58067 	 23.32 	 0.261104 
0.5808 	 23.4531 	 0.238297 
0.58301 	 23.2878 	 0.165845 
0.5833 	 23.5444 	 0.184233 
0.58382 	 23.2235 	 0.196641 
0.58382 	 23.3959 	 0.182769 
0.5839 	 23.1669 	 0.197532 
0.58582 	 23.454 	 0.371991 
0.5873 	 23.3711 	 0.201234 
0.58879 	 23.2491 	 0.218369 
0.59029 	 23.2626 	 0.246781 
0.59179 	 23.1978 	 0.254399 
0.60067 	 23.3586 	 0.277528 
0.60155 	 23.5032 	 0.393855 
0.60328 	 23.4973 	 0.19827 
0.60626 	 23.3628 	 0.273748 
0.60827 	 23.3374 	 0.226786 
0.60876 	 23.1752 	 0.349285 
0.60878 	 23.3649 	 0.229166 
0.60981 	 23.4346 	 0.320347 
0.61071 	 23.4156 	 0.182249 
0.61127 	 23.6519 	 0.24621 
0.61177 	 23.448 	 0.162208 
0.61577 	 23.4555 	 0.346221 
0.61875 	 23.4634 	 0.387817 
0.61941 	 23.4418 	 0.273973 
0.61983 	 23.5027 	 0.15249 
0.6207 	 23.4458 	 0.266773 
0.62183 	 23.3364 	 0.274297 
0.62525 	 23.4047 	 0.213447 
0.62725 	 23.332 	 0.242543 
0.63077 	 23.4102 	 0.201051 
0.63183 	 23.0581 	 0.325833 
0.63225 	 23.5963 	 0.322534 
0.63399 	 23.3442 	 0.145119 
0.63777 	 23.2768 	 0.442055 
0.63794 	 23.6107 	 0.309645 
0.63824 	 23.4064 	 0.366523 
0.63873 	 23.5274 	 0.26025 
0.63934 	 23.537 	 0.16971 
0.64185 	 23.5946 	 0.255519 
0.64311 	 23.1079 	 0.406947 
0.64371 	 23.5462 	 0.308662 
0.64371 	 23.5504 	 0.315374 
0.6477 	 23.566 	 0.287168 
0.64852 	 23.7867 	 0.271027 
0.6487 	 23.4805 	 0.309502 
0.64962 	 23.5275 	 0.147114 
0.66213 	 23.7263 	 0.278466 
0.6647 	 23.6168 	 0.232426 
0.67072 	 23.8147 	 0.273465 
0.67773 	 23.9721 	 0.310626 
0.6819 	 23.5846 	 0.23784 
0.68372 	 23.9186 	 0.406839 
0.68519 	 23.7636 	 0.365177 
0.68872 	 23.5607 	 0.224893 
0.68935 	 23.6005 	 0.154427 
0.68936 	 23.7914 	 0.270648 
0.69072 	 23.6613 	 0.425 
0.69318 	 23.6632 	 0.316876 
0.69718 	 23.7162 	 0.211018 
0.69818 	 23.7141 	 0.341743 
0.69918 	 23.6872 	 0.337384 
0.69918 	 23.8161 	 0.213646 
0.69932 	 23.8577 	 0.153542 
0.69992 	 23.8617 	 0.294144 
0.7007 	 23.664 	 0.221555 
0.70117 	 23.8438 	 0.260185 
0.70192 	 23.6432 	 0.461925 
0.70192 	 23.7903 	 0.251306 
0.71571 	 23.7414 	 0.244445 
0.71874 	 23.6209 	 0.186486 
0.71968 	 23.9108 	 0.202759 
0.71969 	 23.717 	 0.34116 
0.72015 	 23.9082 	 0.241658 
0.72074 	 23.7929 	 0.303977 
0.72674 	 23.8281 	 0.246891 
0.72774 	 23.755 	 0.25567 
0.72866 	 23.752 	 0.282209 
0.73014 	 23.6656 	 0.320827 
0.73161 	 23.9269 	 0.194559 
0.73368 	 23.7315 	 0.194032 
0.73395 	 23.967 	 0.387349 
0.73495 	 24.0007 	 0.222986 
0.73568 	 23.9277 	 0.255688 
0.73596 	 23.9145 	 0.424782 
0.73675 	 23.739 	 0.213187 
0.74196 	 24.2283 	 0.324017 
0.74276 	 23.8295 	 0.326063 
0.74573 	 23.9145 	 0.193302 
0.74607 	 23.7287 	 0.253305 
0.74911 	 23.6866 	 0.261096 
0.7493 	 23.9242 	 0.160977 
0.75074 	 23.6482 	 0.317571 
0.75899 	 23.9939 	 0.231584 
0.76076 	 23.8137 	 0.199341 
0.7611 	 23.9237 	 0.235082 
0.76165 	 23.878 	 0.238347 
0.76566 	 23.9839 	 0.223812 
0.76666 	 24.1694 	 0.2487 
0.76674 	 24.1093 	 0.268898 
0.76709 	 24.3057 	 0.255729 
0.76865 	 24.0399 	 0.310504 
0.76932 	 23.9638 	 0.160486 
0.77309 	 24.1038 	 0.293843 
0.77929 	 23.7865 	 0.309918 
0.78807 	 24.0512 	 0.230473 
0.78907 	 24.1307 	 0.269829 
0.78928 	 23.9465 	 0.163342 
0.79662 	 23.6496 	 0.371115 
0.79863 	 24.1808 	 0.286876 
0.83981 	 24.107 	 0.210118 
0.83981 	 23.9482 	 0.389488 
0.85482 	 24.3638 	 0.298695 
0.93585 	 24.2801 	 0.238415 
0.97423 	 24.8581 	 0.199702 
1.01242 	 24.8647 	 0.36609 
1.01988 	 25.0227 	 0.224284 
1.02088 	 24.7176 	 0.474703 
1.02789 	 25.2834 	 0.352352 
1.04817 	 25.1699 	 0.488011 
1.12092 	 25.1875 	 0.221994 
1.23225 	 25.0677 	 0.609899 
1.23597 	 25.652 	 0.2724 
1.29911 	 25.6111 	 0.273963 
1.3041 	 25.4676 	 0.315363 
1.30611 	 25.7667 	 0.444343 
1.31317 	 25.5337 	 0.315195 
1.3291 	 25.6215 	 0.23681 
1.34101 	 25.5011 	 0.305203 
1.35136 	 25.2962 	 0.317314 
1.35608 	 25.5564 	 0.236747 
1.39103 	 25.5414 	 0.37337 
1.41633 	 25.2049 	 0.735281 
1.5429 	 25.8372 	 0.370031 
1.54901 	 26.04 	 0.232206 
1.61505 	 25.9065 	 0.331927 
1.69706 	 26.0333 	 0.379521 
1.80119 	 26.2335 	 0.280685 
1.91165 	 26.1703 	 0.357624 
2.26137 	 26.9298 	 0.280011 
